 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
2788|OGLE BLG-T2CEP-29                  |WV*|265.3424280976700 -22.6759255193600|     ~   |     ~   |16.794   |     ~   |15.238   |~              |   7|   0
2789|OGLE BLG-T2CEP-547                 |WV*|264.7411040656400 -33.0153069988700|     ~   |     ~   |20.069   |     ~   |16.019   |~              |   6|   0
2790|OGLE BLG-T2CEP-960                 |WV*|258.6722261921999 -33.6288739564500|     ~   |     ~   |     ~   |     ~   |15.533   |~              |   2|   0
2791|CRTS J195425.6-233332              |WV*|298.6070231312145 -23.5589274421547|     ~   |13.840   |12.764   |12.535   |     ~   |~              |   2|   0
2792|OGLE BLG-T2CEP-745                 |WV*|267.3851757704500 -29.2661812628700|     ~   |     ~   |     ~   |     ~   |17.803   |~              |   6|   0
2793|OGLE BLG889.11 28045               |WV*|254.7400207820100 -36.5103147144700|     ~   |     ~   |     ~   |     ~   |13.001   |~              |   4|   0
2794|OGLE BLG-T2CEP-1098                |WV*|254.89421 -35.40464                |     ~   |     ~   |     ~   |     ~   |16.697   |~              |   1|   0
2795|[DHG2019] 997                      |WV*|266.93212 -28.91392                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2796|Gaia DR3 6022481212095213696       |WV*|243.6500119932000 -36.5321760147778|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2797|[DHG2019] 294                      |WV*|238.79029 -54.44475                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2798|OGLE SMC-T2CEP-8                   |WV*|011.0031900047296 -73.3817656422131|     ~   |19.171   |18.734   |     ~   |17.993   |~              |   9|   0
2799|[DHG2019] 1010                     |WV*|267.10521 -26.49517                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2800|OGLE LMC184.7 43248                |WV*|086.3071636149100 -69.8607474607200|     ~   |     ~   |15.682   |     ~   |14.534   |~              |   7|   0
2801|ATO J267.0887-12.6754              |WV*|267.0887272560303 -12.6754290779608|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2802|2MASS J15073948-5850480            |WV*|226.91453700 -58.84667600          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2803|V* V2469 Sgr                       |WV*|269.9728717815700 -28.9437726129400|     ~   |     ~   |16.299   |     ~   |14.836   |~              |  11|   0
2804|OGLE LMC-SC8 218916                |WV*|079.1213119930113 -69.4025039719631|     ~   |17.954   |17.206   |     ~   |16.308   |~              |  10|   0
2805|OGLE BLG-T2CEP-635                 |WV*|265.7739075109799 -26.9292717436200|     ~   |     ~   |     ~   |     ~   |18.208   |~              |   5|   0
2806|OGLE BLG-T2CEP-464                 |WV*|263.7827968762500 -30.1880084684300|     ~   |     ~   |20.611   |     ~   |17.182   |~              |   5|   0
2807|Gaia DR3 4094506088372986112       |WV*|275.0066615624833 -19.6058951668058|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2808|[FRS2006] WeCAPP V06549            |WV*|010.595292 +41.217000              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2809|[FRS2006] WeCAPP V16297            |WV*|010.725208 +41.302944              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2810|OGLE BLG-T2CEP-712                 |WV*|266.8714027815399 -27.0460205115200|     ~   |     ~   |     ~   |     ~   |17.963   |~              |   6|   0
2811|OGLE BLG-T2CEP-1357                |WV*|269.71300 -16.72842                |     ~   |     ~   |     ~   |     ~   |12.535   |~              |   1|   0
2812|SV* HV 12625                       |WV*|083.5766403595600 -66.5093288452200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2813|OGLE GD-T2CEP-140                  |WV*|279.26158 -03.16944                |     ~   |     ~   |     ~   |     ~   |17.451   |~              |   2|   0
2814|[BCM2019] b333 42 72240            |WV*|265.495760 -29.578768              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2815|[DHG2019] 15                       |WV*|187.35237 -62.19794                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2816|OGLE LMC506.13.000084              |WV*|079.4855109230200 -65.8539364230200|     ~   |     ~   |17.229   |     ~   |16.320   |~              |   4|   0
2817|Gaia DR3 5277808374864076672       |WV*|127.0877656109650 -62.3302418534158|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2818|ATO J270.9282-11.0040              |WV*|270.9282804439121 -11.0040070801842|     ~   |     ~   |     ~   |15.846   |     ~   |~              |   2|   0
2819|OGLE BLG-T2CEP-723                 |WV*|267.0641888130900 -31.1972203346500|     ~   |     ~   |     ~   |     ~   |17.465   |~              |   5|   0
2820|OGLE SMC-T2CEP-25                  |WV*|013.9940608911500 -73.2083057905300|     ~   |16.887   |16.432   |     ~   |15.762   |~              |  10|   0
2821|[DHG2019] 871                      |WV*|264.79437 -29.98661                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2822|OGLE SMC-T2CEP-32                  |WV*|014.7446816830000 -73.5627325385400|     ~   |     ~   |16.873   |     ~   |16.161   |~              |   7|   0
2823|OGLE GD-T2CEP-261                  |WV*|249.43742 -42.38556                |     ~   |     ~   |19.779   |     ~   |16.079   |~              |   1|   0
2824|[BCM2019] b333 614 59706           |WV*|266.349228 -28.674211              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2825|[DHG2019] 378                      |WV*|246.63342 -49.90092                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2826|OGLE LMC-T2CEP-280                 |WV*|093.2263871081000 -73.7322210701300|     ~   |     ~   |16.516   |     ~   |15.760   |~              |   5|   0
2827|Gaia DR3 5971236303703854848       |WV*|252.9417177514867 -38.1641063078686|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2828|OGLE BLG-T2CEP-126                 |WV*|268.0483811987500 -29.9038928933600|     ~   |     ~   |17.552   |     ~   |14.538   |~              |   9|   0
2829|Gaia DR3 4109397706414348416       |WV*|258.7760894480416 -25.7601177767883|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2830|[DHG2019] 1118                     |WV*|268.70879 -26.22692                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2831|OGLE LMC128.3 14497                |WV*|075.23096 -69.77156                |     ~   |     ~   |18.718   |     ~   |18.096   |~              |   7|   0
2832|[FRS2006] WeCAPP V13369            |WV*|010.60803831000 +41.27719937000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2833|V* V1336 Cyg                       |WV*|320.9519178280700 +45.4896881961500|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  10|   0
2834|OGLE BLG-T2CEP-1285                |WV*|274.6591178740967 -31.4055056364533|     ~   |     ~   |     ~   |     ~   |14.549   |~              |   1|   0
2835|PSO J010.6651+40.9965              |WV*|010.66511064000 +40.99654755000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2836|Gaia DR3 4664341114886551040       |WV*|076.4802119174200 -63.8995851435300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2837|OGLE BLG-T2CEP-653                 |WV*|266.0367016397150 -26.0946335070694|     ~   |     ~   |19.506   |     ~   |16.533   |~              |   5|   0
2838|OGLE BLG-T2CEP-33                  |WV*|265.7969632477000 -24.2401563598000|     ~   |     ~   |16.355   |     ~   |14.164   |~              |   8|   0
2839|OGLE GD-T2CEP-152                  |WV*|282.7816928388700 -07.0169708946400|     ~   |     ~   |     ~   |     ~   |14.107   |~              |   3|   0
2840|Cl* NGC 5139 B V92                 |WV*|201.5617602972600 -47.3541030987200|14.586   |14.610   |14.026   |13.707   |13.200   |~              |  30|   0
2841|CRTS J194231.1-251606              |WV*|295.6301971793246 -25.2680912755475|     ~   |15.850   |15.039   |14.855   |     ~   |~              |   1|   0
2842|OGLE BLG-T2CEP-1                   |WV*|256.3347847434283 -32.4715688053942|     ~   |     ~   |15.759   |     ~   |14.176   |~              |   9|   0
2843|CRTS J071051.3-541937              |WV*|107.7138649303429 -54.3276230466022|     ~   |14.821   |13.652   |13.930   |     ~   |~              |   2|   0
2844|OGLE GD-T2CEP-113                  |WV*|249.8673521900200 -41.6486139786300|     ~   |     ~   |16.609   |     ~   |14.304   |~              |   2|   0
2845|[MFK2013] 28                       |WV*|266.475542 -28.750928              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
2846|OGLE BLG-T2CEP-672                 |WV*|266.2445134168300 -25.8997245118000|     ~   |     ~   |17.896   |     ~   |14.463   |~              |   7|   0
2847|OGLE BLG-T2CEP-116                 |WV*|267.9290162643999 -29.2911930493200|     ~   |     ~   |19.835   |     ~   |16.397   |~              |   7|   0
2848|ZTF J172410.37+575831.1            |WV*|261.04323 +57.97533                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2849|[DHG2019] 777                      |WV*|262.78796 -35.52378                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2850|OGLE BLG-T2CEP-821                 |WV*|268.8497763545400 -23.5730657168400|     ~   |     ~   |     ~   |     ~   |17.438   |~              |   6|   0
2851|OGLE BLG-T2CEP-902                 |WV*|273.1619462861199 -28.8748001517400|     ~   |     ~   |15.284   |     ~   |14.326   |~              |   6|   0
2852|OGLE BLG-T2CEP-451                 |WV*|263.4866173488200 -34.3559707046500|     ~   |     ~   |20.659   |     ~   |15.904   |~              |   6|   0
2853|OGLE BLG-T2CEP-1361                |WV*|273.8128239237383 -34.0939145422458|     ~   |     ~   |15.586   |     ~   |14.558   |~              |   1|   0
2854|2MASS J17141726-3810034            |WV*|258.57194200 -38.16762500          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2855|OGLE BLG-T2CEP-100                 |WV*|267.6683130524899 -22.2329088833300|     ~   |     ~   |19.077   |     ~   |16.821   |~              |   7|   0
2856|[DHG2019] 699                      |WV*|261.18429 -35.92783                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2857|OGLE GD-T2CEP-173                  |WV*|286.6782838977100 +00.7773208073700|     ~   |     ~   |     ~   |     ~   |18.128   |~              |   2|   0
2858|ATO J263.2583-18.7070              |WV*|263.2583807061004 -18.7070374013308|     ~   |15.320   |13.874   |14.301   |12.385   |~              |   2|   0
2859|[DHG2019] 1062                     |WV*|267.78679 -25.27231                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2860|[DHG2019] 885                      |WV*|265.08646 -30.58422                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2861|BASW 105                           |WV*|010.5214236061930 +41.1694023883021|     ~   |     ~   |21.20    |     ~   |     ~   |~              |   4|   0
2862|Cl* NGC 6388 SAW V72               |WV*|264.073050 -44.737839              |     ~   |     ~   |     ~   |     ~   |13.08    |~              |   1|   0
2863|[DHG2019] 509                      |WV*|254.48371 -39.61269                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2864|[DHG2019] 1274                     |WV*|271.81000 -21.66150                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2865|OGLE BLG-T2CEP-514                 |WV*|264.3969888747399 -27.5619629732300|     ~   |     ~   |19.716   |     ~   |15.919   |~              |   6|   0
2866|NSVS 227100                        |WV*|015.2704709003900 +70.8552528668800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
2867|[BCM2019] b333 59 58956            |WV*|265.7328493430799 -28.8474142479800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2868|V* V3567 Oph                       |WV*|274.7936712629700 +03.5791043791900|     ~   |14.79    |13.96    |13.75    |     ~   |~              |   4|   0
2869|OGLE SMC-T2CEP-10                  |WV*|011.2277106124500 -73.4675585291100|14.88    |15.13    |14.75    |     ~   |14.16    |B7-9IIIe       |  13|   0
2870|CRTS J102741.2-354855              |WV*|156.9219344528529 -35.8155839834561|     ~   |14.746   |13.723   |13.532   |     ~   |~              |   1|   0
2871|OGLE BLG-T2CEP-398                 |WV*|262.6501697634467 -30.2759530298486|     ~   |     ~   |18.500   |     ~   |16.020   |~              |   5|   0
2872|OGLE BLG-T2CEP-335                 |WV*|275.8994404650700 -26.1023336246000|     ~   |     ~   |16.308   |     ~   |14.616   |~              |   8|   0
2873|OGLE SMC-T2CEP-47                  |WV*|010.8336051361200 -72.4247898283000|     ~   |     ~   |17.578   |     ~   |16.680   |~              |   3|   0
2874|OGLE BLG-T2CEP-1038                |WV*|271.80554 -16.48664                |     ~   |     ~   |     ~   |     ~   |17.043   |~              |   2|   0
2875|[DHG2019] 30                       |WV*|193.47087 -63.68950                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2876|[DHG2019] 1260                     |WV*|271.45779 -21.12244                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2877|OGLE BLG-T2CEP-296                 |WV*|271.6365314912000 -25.7160445622200|     ~   |     ~   |17.873   |     ~   |15.490   |~              |   8|   0
2878|Gaia DR3 1810284017560147072       |WV*|303.3328482026713 +18.5673723603253|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2879|OGLE SMC-ACEP-91                   |WV*|023.4487686231100 -77.6561530699500|     ~   |     ~   |17.622   |     ~   |16.889   |~              |   4|   0
2880|V* V439 Oph                        |WV*|265.8886385606700 +03.5933525992400|     ~   |13.46    |12.25    |     ~   |     ~   |~              |  36|   0
